   32700    12.594642   -839421.15   -20772.237   -20490.943   -20639.558 
   32800    12.579423   -839431.31   -20772.154   -20550.324   -20674.863 
   32900    12.515412   -839439.89   -20798.387   -20520.184   -20655.898 
   33000    12.551133   -839453.06   -20838.724   -20550.302     -20693.6 
   33100    12.515751   -839462.66   -20852.181   -20576.714    -20736.93 
   33200    12.490049   -839473.32   -20887.613   -20604.017   -20744.363 
   33300    12.448826   -839483.12   -20901.599   -20619.823   -20768.847 
   33400    12.482995   -839493.85   -20919.748   -20637.218   -20778.883 
   33500    12.454439   -839502.93   -20932.838   -20690.906    -20805.86 
   33600     12.39822   -839513.48   -20961.765    -20672.44   -20834.496 
   33700    12.405543   -839522.67   -20971.013   -20709.259   -20846.205 
   33800    12.393534   -839530.82   -20987.652   -20715.755   -20841.736 
   33900    12.413972   -839539.65   -21016.973   -20730.576   -20852.333 
   34000    12.329171   -839548.26   -21042.787    -20757.41   -20871.187 
   34100    12.316397   -839556.34   -21037.046    -20750.83   -20865.071 
   34200    12.289034    -839565.6   -21029.581   -20798.723   -20901.987 
   34300    12.208823   -839574.01   -21050.543   -20808.791   -20916.979 
   34400    12.174215   -839582.15   -21080.647   -20805.703   -20935.852 
   34500    12.178826    -839590.9   -21101.167   -20828.992   -20945.822 
   34600    12.173245    -839599.9   -21094.755   -20833.817   -20971.892 
   34700    12.190874   -839608.01   -21119.838   -20873.382   -20983.054 
   34800    12.223458      -839617   -21143.928   -20892.401   -21008.047 
   34900     12.17115   -839626.63   -21143.857   -20905.685   -21012.788 
   35000    12.140976   -839634.43   -21167.128   -20933.174   -21047.993 
   35100    12.146561   -839643.58   -21146.416   -20936.131   -21043.006 
   35200     12.14661   -839652.75   -21171.995   -20958.189   -21067.802 
   35300    12.114744   -839660.87   -21196.511   -20982.221   -21084.414 
   35400    12.158519   -839671.39   -21210.186   -20989.341   -21102.177 
   35500    12.084949   -839678.93   -21220.723   -21026.869   -21148.519 
   35600    12.061894    -839687.9   -21241.871   -21004.006   -21143.713 
   35700    12.024053   -839696.26   -21257.333   -21053.288   -21170.742 
   35800    11.951676   -839703.44   -21269.882   -21062.455   -21151.333 
   35900    11.993643   -839712.82   -21280.289   -21072.611   -21204.248 
   36000    11.937227   -839722.63   -21290.725   -21090.035   -21221.729 
   36100    11.977752   -839731.96   -21304.494   -21126.071   -21235.088 
   36200    11.979676   -839740.88   -21350.539    -21154.01   -21239.528 
   36300    11.923971   -839748.79   -21337.688   -21118.294   -21272.967 
   36400    11.934105   -839757.57    -21357.52   -21145.763   -21275.145 
   36500    11.942019   -839767.41    -21383.73   -21195.273   -21319.047 
   36600    11.947465      -839777   -21422.448   -21196.903    -21338.27 
   36700    11.983517   -839785.63   -21429.536   -21205.694    -21341.74 
   36800    11.938058   -839793.62   -21467.062   -21208.482   -21391.582 
   36900    11.942737    -839803.5   -21460.285   -21218.657   -21382.009 
   37000    11.908701    -839811.3   -21464.187    -21227.55   -21416.075 
   37100    11.863603   -839818.16   -21471.402   -21235.775     -21408.6 
   37200    11.823089   -839824.94   -21510.567   -21254.365   -21428.763 
   37300    11.848835   -839832.64    -21500.75   -21260.386   -21439.617 
   37400    11.778107   -839840.12   -21528.714   -21257.979   -21452.321 
   37500    11.742005   -839846.45   -21504.847   -21295.122   -21476.688 
   37600    11.714671   -839854.53   -21549.891   -21304.832    -21472.28 
   37700    11.709022    -839862.9   -21564.157   -21317.161   -21507.721 
   37800    11.695595   -839870.58   -21566.364   -21317.921    -21497.29 
   37900    11.670043   -839878.98   -21588.435   -21347.103   -21534.358 
   38000    11.631419   -839887.15   -21595.264   -21358.696   -21531.736 
   38100    11.651814    -839895.5   -21599.647   -21381.037   -21559.037 
   38200    11.617182   -839901.22   -21620.379   -21395.079   -21586.275 
   38300    11.645311   -839909.61   -21640.774    -21393.35    -21580.93 
   38400    11.601065    -839918.3    -21645.07   -21420.534   -21616.716 
   38500    11.570865   -839925.73   -21677.202   -21437.132   -21612.197 
   38600    11.593864    -839934.8   -21689.242   -21437.224   -21649.316 
   38700    11.594087    -839941.2   -21697.335   -21452.699   -21642.391 
   38800     11.55651   -839948.14   -21703.636   -21490.066   -21681.968 
   38900    11.564615   -839955.99   -21723.979   -21497.477   -21672.635 
   39000    11.541382   -839964.21   -21743.921   -21504.168   -21688.786 
   39100    11.562952   -839971.46    -21756.69   -21518.054   -21739.896 
   39200    11.526193   -839979.04   -21756.785   -21572.576   -21705.967 
   39300    11.493151   -839986.11   -21791.499   -21560.737   -21751.256 
   39400     11.50495   -839993.48   -21788.959    -21557.14   -21767.685 
   39500    11.486742   -840000.42   -21800.392   -21568.748   -21757.721 
   39600    11.466518   -840006.83   -21810.847   -21578.898   -21783.878 
   39700    11.457372   -840016.31   -21840.044   -21610.015   -21792.181 
   39800    11.478184   -840023.89   -21836.858    -21631.77    -21835.27 
   39900    11.416853   -840031.67   -21859.104   -21641.131   -21831.796 
   40000    11.408919   -840038.35   -21855.906    -21658.76   -21850.491 
   40100    11.443749   -840046.49   -21887.126   -21697.585   -21884.762 
   40200    11.401603   -840052.96   -21899.479   -21695.687   -21869.649 
   40300    11.416908   -840060.22   -21916.908   -21717.699   -21897.874 
   40400      11.3639   -840065.69    -21933.57   -21714.198   -21919.426 
   40500    11.346806   -840072.69   -21944.332   -21733.361   -21905.268 
   40600     11.31578   -840079.45    -21949.88   -21760.354   -21926.556 
   40700    11.286155   -840085.43   -21970.524   -21778.741   -21948.067 
